AREA_INDEX,MDATETIME,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE
633123,2021-01-01 01:00:00,,0.003,,28.0,,0.023,,0.015,,0.4,,0.023,,0.008,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-01 02:00:00,,0.003,,23.0,,0.017,,0.022,,0.6,,0.031,,0.009,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-01 03:00:00,,0.004,,25.0,,0.011,,0.03,,1.0,,0.04,,0.01,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-01 04:00:00,,0.004,,33.0,,0.009,,0.028,,0.9,,0.038,,0.01,,23.0,0,0,0,0,0,0,0,0
633123,2021-01-01 05:00:00,,0.003,,28.0,,0.009,,0.023,,0.6,,0.032,,0.009,,21.0,0,0,0,0,0,0,0,0
633123,2021-01-01 06:00:00,,0.003,,30.0,,0.01,,0.022,,0.6,,0.033,,0.011,,18.0,0,0,0,0,0,0,0,0
633123,2021-01-01 07:00:00,,0.003,,31.0,,0.006,,0.026,,0.6,,0.052,,0.026,,21.0,0,0,0,0,0,0,0,0
633123,2021-01-01 08:00:00,,0.003,,31.0,,0.004,,0.029,,0.7,,0.069,,0.04,,19.0,0,0,0,0,0,0,0,0
633123,2021-01-01 09:00:00,,0.003,,34.0,,0.006,,0.028,,0.6,,0.068,,0.04,,25.0,0,0,0,0,0,0,0,0
633123,2021-01-01 10:00:00,,0.004,,35.0,,0.009,,0.027,,0.7,,0.061,,0.034,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-01 11:00:00,,0.004,,39.0,,0.014,,0.027,,0.7,,0.059,,0.032,,30.0,0,0,0,0,0,0,0,0
633123,2021-01-01 12:00:00,,0.005,,36.0,,0.022,,0.021,,0.6,,0.039,,0.018,,28.0,0,0,0,0,0,0,0,0
633123,2021-01-01 13:00:00,,0.004,,27.0,,0.028,,0.014,,0.4,,0.026,,0.012,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-01 14:00:00,,0.004,,21.0,,0.027,,0.016,,0.5,,0.03,,0.014,,12.0,0,0,0,0,0,0,0,0
633123,2021-01-01 15:00:00,,0.004,,23.0,,0.028,,0.016,,0.4,,0.029,,0.013,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-01 16:00:00,,0.004,,22.0,,0.025,,0.019,,0.4,,0.035,,0.016,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-01 17:00:00,,0.003,,20.0,,0.025,,0.02,,0.4,,0.034,,0.014,,11.0,0,0,0,0,0,0,0,0
633123,2021-01-01 18:00:00,,0.003,,18.0,,0.021,,0.024,,0.5,,0.04,,0.016,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-01 19:00:00,,0.003,,19.0,,0.018,,0.028,,0.5,,0.045,,0.017,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-01 20:00:00,,0.003,,27.0,,0.02,,0.023,,0.5,,0.034,,0.011,,18.0,0,0,0,0,0,0,0,0
633123,2021-01-01 21:00:00,,0.003,,27.0,,0.017,,0.026,,0.6,,0.038,,0.012,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-01 22:00:00,,0.003,,29.0,,0.018,,0.024,,0.6,,0.036,,0.012,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-01 23:00:00,,0.003,,25.0,,0.021,,0.018,,0.5,,0.027,,0.009,,23.0,0,0,0,0,0,0,0,0
633123,2021-01-02 00:00:00,,0.003,,31.0,,0.015,,0.023,,0.7,,0.033,,0.01,,26.0,0,0,0,0,0,0,0,0
633123,2021-01-02 01:00:00,,0.003,,36.0,,0.01,,0.031,,1.0,,0.042,,0.011,,29.0,0,0,0,0,0,0,0,0
633123,2021-01-02 02:00:00,,0.003,,40.0,,0.008,,0.031,,0.9,,0.042,,0.011,,33.0,0,0,0,0,0,0,0,0
633123,2021-01-02 03:00:00,,0.003,,39.0,,0.01,,0.024,,0.8,,0.034,,0.01,,34.0,0,0,0,0,0,0,0,0
633123,2021-01-02 04:00:00,,0.003,,38.0,,0.006,,0.028,,1.0,,0.04,,0.012,,33.0,0,0,0,0,0,0,0,0
633123,2021-01-02 05:00:00,,0.003,,37.0,,0.005,,0.032,,1.1,,0.046,,0.014,,36.0,0,0,0,0,0,0,0,0
633123,2021-01-02 06:00:00,,0.003,,40.0,,0.006,,0.026,,0.9,,0.039,,0.013,,34.0,0,0,0,0,0,0,0,0
633123,2021-01-02 07:00:00,,0.004,,41.0,,0.004,,0.034,,1.0,,0.077,,0.043,,28.0,0,0,0,0,0,0,0,0
633123,2021-01-02 08:00:00,,0.004,,38.0,,0.005,,0.03,,0.8,,0.068,,0.038,,32.0,0,0,0,0,0,0,0,0
633123,2021-01-02 09:00:00,,0.004,,40.0,,0.006,,0.032,,0.8,,0.075,,0.043,,33.0,0,0,0,0,0,0,0,0
633123,2021-01-02 10:00:00,,0.004,,46.0,,0.012,,0.029,,0.6,,0.064,,0.035,,32.0,0,0,0,0,0,0,0,0
633123,2021-01-02 11:00:00,,0.004,,38.0,,0.024,,0.018,,0.5,,0.035,,0.017,,24.0,0,0,0,0,0,0,0,0
633123,2021-01-02 12:00:00,,0.003,,38.0,,0.029,,0.016,,0.4,,0.031,,0.015,,14.0,0,0,0,0,0,0,0,0
633123,2021-01-02 13:00:00,,0.003,,44.0,,0.031,,0.015,,0.4,,0.029,,0.014,,11.0,0,0,0,0,0,0,0,0
633123,2021-01-02 14:00:00,,0.004,,46.0,,0.029,,0.017,,0.5,,0.034,,0.017,,9.0,0,0,0,0,0,0,0,0
633123,2021-01-02 15:00:00,,0.004,,49.0,,0.025,,0.02,,0.5,,0.038,,0.018,,10.0,0,0,0,0,0,0,0,0
633123,2021-01-02 16:00:00,,0.004,,45.0,,0.026,,0.021,,0.5,,0.037,,0.016,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-02 17:00:00,,0.004,,48.0,,0.024,,0.024,,0.5,,0.039,,0.015,,11.0,0,0,0,0,0,0,0,0
633123,2021-01-02 18:00:00,,0.004,,51.0,,0.022,,0.026,,0.5,,0.042,,0.016,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-02 19:00:00,,0.004,,51.0,,0.023,,0.023,,0.5,,0.036,,0.013,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-02 20:00:00,,0.004,,44.0,,0.024,,0.019,,0.5,,0.031,,0.012,,19.0,0,0,0,0,0,0,0,0
633123,2021-01-02 21:00:00,,0.004,,49.0,,0.024,,0.019,,0.5,,0.03,,0.011,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-02 22:00:00,,0.005,,41.0,,0.02,,0.024,,0.7,,0.035,,0.011,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-02 23:00:00,,0.005,,42.0,,0.018,,0.027,,0.7,,0.037,,0.01,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-03 00:00:00,,0.003,,40.0,,0.015,,0.027,,0.7,,0.038,,0.011,,19.0,0,0,0,0,0,0,0,0
633123,2021-01-03 01:00:00,,0.003,,39.0,,0.014,,0.025,,0.7,,0.035,,0.01,,19.0,0,0,0,0,0,0,0,0
633123,2021-01-03 02:00:00,,0.004,,39.0,,0.012,,0.029,,0.8,,0.039,,0.01,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-03 03:00:00,,0.003,,39.0,,0.015,,0.021,,0.7,,0.03,,0.009,,23.0,0,0,0,0,0,0,0,0
633123,2021-01-03 04:00:00,,0.003,,43.0,,0.02,,0.016,,0.5,,0.025,,0.009,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-03 05:00:00,,0.003,,46.0,,0.022,,0.014,,0.5,,0.023,,0.009,,17.0,0,0,0,0,0,0,0,0
633123,2021-01-03 06:00:00,,0.003,,47.0,,0.021,,0.015,,0.5,,0.024,,0.009,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-03 07:00:00,,0.003,,48.0,,0.014,,0.026,,0.6,,0.043,,0.017,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-03 08:00:00,,0.006,,41.0,,0.009,,0.034,,0.9,,0.049,,0.015,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-03 09:00:00,,0.004,,51.0,,0.005,,0.038,,0.7,,0.099,,0.061,,19.0,0,0,0,0,0,0,0,0
633123,2021-01-03 10:00:00,,0.005,,50.0,,0.01,,0.033,,0.8,,0.08,,0.047,,20.0,0,0,0,0,0,0,0,0
633123,2021-01-03 11:00:00,,0.006,,53.0,,0.022,,0.022,,0.7,,0.04,,0.018,,24.0,0,0,0,0,0,0,0,0
633123,2021-01-03 12:00:00,,0.004,,48.0,,0.027,,0.015,,0.5,,0.03,,0.015,,14.0,0,0,0,0,0,0,0,0
633123,2021-01-03 13:00:00,,0.004,,47.0,,0.028,,0.015,,0.5,,0.028,,0.013,,14.0,0,0,0,0,0,0,0,0
633123,2021-01-03 14:00:00,,0.004,,43.0,,0.028,,0.015,,0.5,,0.028,,0.013,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-03 15:00:00,,0.004,,45.0,,0.027,,0.016,,0.5,,0.029,,0.013,,18.0,0,0,0,0,0,0,0,0
633123,2021-01-03 16:00:00,,0.004,,45.0,,0.026,,0.019,,0.5,,0.032,,0.013,,21.0,0,0,0,0,0,0,0,0
633123,2021-01-03 17:00:00,,0.004,,45.0,,0.021,,0.025,,0.6,,0.038,,0.013,,20.0,0,0,0,0,0,0,0,0
633123,2021-01-03 18:00:00,,0.004,,42.0,,0.017,,0.03,,0.6,,0.046,,0.016,,20.0,0,0,0,0,0,0,0,0
633123,2021-01-03 19:00:00,,0.004,,42.0,,0.013,,0.034,,0.6,,0.051,,0.017,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-03 20:00:00,,0.004,,47.0,,0.012,,0.035,,0.6,,0.053,,0.018,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-03 21:00:00,,0.004,,46.0,,0.017,,0.026,,0.6,,0.037,,0.011,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-03 22:00:00,,0.004,,46.0,,0.012,,0.032,,0.7,,0.045,,0.013,,24.0,0,0,0,0,0,0,0,0
633123,2021-01-03 23:00:00,,0.004,,43.0,,0.005,,0.04,,1.0,,0.071,,0.031,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-04 00:00:00,,0.004,,50.0,,0.005,,0.036,,0.9,,0.053,,0.017,,34.0,0,0,0,0,0,0,0,0
633123,2021-01-04 01:00:00,,0.003,,45.0,,0.006,,0.031,,0.8,,0.045,,0.014,,33.0,0,0,0,0,0,0,0,0
633123,2021-01-04 02:00:00,,0.003,,39.0,,0.009,,0.025,,0.7,,0.034,,0.009,,26.0,0,0,0,0,0,0,0,0
633123,2021-01-04 03:00:00,,0.003,,42.0,,0.008,,0.024,,0.7,,0.033,,0.009,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-04 04:00:00,,0.003,,42.0,,0.006,,0.024,,0.7,,0.034,,0.01,,26.0,0,0,0,0,0,0,0,0
633123,2021-01-04 05:00:00,,0.003,,41.0,,0.005,,0.025,,0.7,,0.04,,0.015,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-04 06:00:00,,0.003,,44.0,,0.004,,0.026,,0.7,,0.052,,0.026,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-04 07:00:00,,0.003,,41.0,,0.004,,0.026,,0.8,,0.071,,0.045,,28.0,0,0,0,0,0,0,0,0
633123,2021-01-04 08:00:00,,0.004,,41.0,,0.004,,0.033,,0.8,,0.13,,0.097,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-04 09:00:00,,0.004,,44.0,,0.004,,0.032,,0.9,,0.115,,0.083,,30.0,0,0,0,0,0,0,0,0
633123,2021-01-04 10:00:00,,0.004,,53.0,,0.005,,0.032,,1.0,,0.102,,0.07,,36.0,0,0,0,0,0,0,0,0
633123,2021-01-04 11:00:00,,0.004,,60.0,,0.008,,0.033,,1.0,,0.093,,0.06,,46.0,0,0,0,0,0,0,0,0
633123,2021-01-04 12:00:00,M002,,,63.0,M002,,M002,,M002,,M002,999999.0,M002,,,47.0,0,0,0,0,0,0,0,0
633123,2021-01-04 13:00:00,M002,,M002,,M002,,M002,,M002,,M002,999999.0,M002,,M002,,0,0,0,0,0,0,0,0
633123,2021-01-04 14:00:00,,0.003,,50.0,,0.028,,0.018,,0.2,,0.029,,0.011,,26.0,0,0,0,0,0,0,0,0
633123,2021-01-04 15:00:00,,0.002,,28.0,,0.029,,0.018,,0.2,,0.029,,0.011,,15.0,0,0,0,0,0,0,0,0
633123,2021-01-04 16:00:00,,0.002,,21.0,,0.028,,0.019,,0.2,,0.029,,0.01,,11.0,0,0,0,0,0,0,0,0
633123,2021-01-04 17:00:00,,0.003,,25.0,,0.02,,0.028,,0.3,,0.044,,0.016,,10.0,0,0,0,0,0,0,0,0
633123,2021-01-04 18:00:00,,0.003,,38.0,,0.013,,0.038,,0.4,,0.053,,0.015,,16.0,0,0,0,0,0,0,0,0
633123,2021-01-04 19:00:00,,0.003,,43.0,,0.008,,0.046,,0.5,,0.069,,0.023,,20.0,0,0,0,0,0,0,0,0
633123,2021-01-04 20:00:00,,0.006,,54.0,,0.004,,0.054,,0.8,,0.093,,0.039,,25.0,0,0,0,0,0,0,0,0
633123,2021-01-04 21:00:00,,0.005,,64.0,,0.003,,0.051,,0.8,,0.127,,0.076,,28.0,0,0,0,0,0,0,0,0
633123,2021-01-04 22:00:00,,0.004,,62.0,,0.003,,0.044,,0.7,,0.083,,0.039,,31.0,0,0,0,0,0,0,0,0
633123,2021-01-04 23:00:00,,0.004,,51.0,,0.003,,0.043,,0.7,,0.065,,0.022,,30.0,0,0,0,0,0,0,0,0
633123,2021-01-05 00:00:00,,0.004,,34.0,,0.003,,0.039,,0.7,,0.057,,0.018,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-05 01:00:00,,0.004,,38.0,,0.003,,0.04,,0.7,,0.055,,0.015,,22.0,0,0,0,0,0,0,0,0
633123,2021-01-05 02:00:00,,0.003,,40.0,,0.004,,0.035,,0.7,,0.043,,0.008,,24.0,0,0,0,0,0,0,0,0
633123,2021-01-05 03:00:00,,0.003,,38.0,,0.004,,0.036,,0.6,,0.042,,0.006,,25.0,0,0,0,0,0,0,0,0
633123,2021-01-05 04:00:00,,0.003,,37.0,,0.007,,0.031,,0.5,,0.037,,0.006,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-05 05:00:00,,0.003,,38.0,,0.007,,0.031,,0.5,,0.038,,0.007,,29.0,0,0,0,0,0,0,0,0
633123,2021-01-05 06:00:00,,0.003,,41.0,,0.008,,0.03,,0.4,,0.038,,0.008,,27.0,0,0,0,0,0,0,0,0
633123,2021-01-05 07:00:00,,0.003,,45.0,,0.011,,0.027,,0.3,,0.04,,0.013,,36.0,0,0,0,0,0,0,0,0
633123,2021-01-05 08:00:00,,0.003,,46.0,,0.007,,0.034,,0.4,,0.063,,0.029,,37.0,0,0,0,0,0,0,0,0
633123,2021-01-05 09:00:00,,0.003,,51.0,,0.013,,0.032,,0.4,,0.051,,0.019,,37.0,0,0,0,0,0,0,0,0
633123,2021-01-05 10:00:00,,0.003,,39.0,,0.021,,0.022,,0.3,,0.036,,0.014,,31.0,0,0,0,0,0,0,0,0
633123,2021-01-05 11:00:00,,0.003,,30.0,,0.025,,0.02,,0.2,,0.033,,0.013,,23.0,0,0,0,0,0,0,0,0
633123,2021-01-05 12:00:00,,0.003,,44.0,,0.028,,0.017,,0.2,,0.028,,0.011,,21.0,0,0,0,0,0,0,0,0
633123,2021-01-05 13:00:00,,0.003,,39.0,,0.031,,0.017,,0.2,,0.028,,0.011,,18.0,0,0,0,0,0,0,0,0
633123,2021-01-05 14:00:00,,0.003,,33.0,,0.03,,0.017,,0.2,,0.029,,0.012,,9.0,0,0,0,0,0,0,0,0
633123,2021-01-05 15:00:00,,0.003,,41.0,,0.028,,0.022,,0.2,,0.036,,0.014,,13.0,0,0,0,0,0,0,0,0
633123,2021-01-05 16:00:00,,0.003,,42.0,,0.028,,0.023,,0.2,,0.036,,0.013,,13.0,0,0,0,0,0,0,0,0
633123,2021-01-05 17:00:00,,0.003,,43.0,,0.027,,0.023,,0.2,,0.035,,0.012,,13.0,0,0,0,0,0,0,0,0
633123,2021-01-05 18:00:00,,0.003,,36.0,,0.023,,0.027,,0.2,,0.04,,0.013,,14.0,0,0,0,0,0,0,0,0
633123,2021-01-05 19:00:00,,0.003,,34.0,,0.02,,0.028,,0.2,,0.042,,0.014,,13.0,0,0,0,0,0,0,0,0
633123,2021-01-05 20:00:00,,0.002,,34.0,,0.022,,0.025,,0.2,,0.036,,0.011,,12.0,0,0,0,0,0,0,0,0
633123,2021-01-05 21:00:00,,0.002,,30.0,,0.02,,0.026,,0.2,,0.036,,0.01,,9.0,0,0,0,0,0,0,0,0
633123,2021-01-05 22:00:00,,0.002,,25.0,,0.018,,0.026,,0.2,,0.037,,0.011,,11.0,0,0,0,0,0,0,0,0
633123,2021-01-05 23:00:00,,0.002,,26.0,,0.014,,0.029,,0.3,,0.036,,0.007,,13.0,0,0,0,0,0,0,0,0
633123,2021-01-06 00:00:00,,0.002,,23.0,,0.012,,0.031,,0.3,,0.039,,0.008,,13.0,0,0,0,0,0,0,0,0
