,AREA_INDEX,MDATETIME,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE
2021-07-08 09:00:00,437181,2021-07-08 09:00:00,,0.002,M002,0.0,,0.084,,0.01,,0.3,,0.013,,0.003,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 10:00:00,437181,2021-07-08 10:00:00,,0.002,M002,0.0,,0.091,,0.01,,0.3,,0.014,,0.004,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 11:00:00,437181,2021-07-08 11:00:00,,0.002,M002,0.0,,0.102,,0.007,,0.3,,0.01,,0.003,,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 12:00:00,437181,2021-07-08 12:00:00,,0.002,M002,0.0,,0.093,,0.006,,0.3,,0.008,,0.002,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 13:00:00,437181,2021-07-08 13:00:00,,0.003,,8.0,,0.092,,0.007,,0.3,,0.01,,0.003,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 14:00:00,437181,2021-07-08 14:00:00,,0.003,,8.0,,0.087,,0.008,,0.3,,0.012,,0.004,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 15:00:00,437181,2021-07-08 15:00:00,,0.003,,6.0,,0.082,,0.006,,0.3,,0.009,,0.003,,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 16:00:00,437181,2021-07-08 16:00:00,,0.003,,5.0,,0.08,,0.008,,0.3,,0.012,,0.004,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 17:00:00,437181,2021-07-08 17:00:00,,0.003,,6.0,,0.077,,0.01,,0.3,,0.015,,0.005,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 18:00:00,437181,2021-07-08 18:00:00,,0.003,,8.0,,0.078,,0.009,,0.3,,0.013,,0.004,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 19:00:00,437181,2021-07-08 19:00:00,,0.003,,13.0,,0.074,,0.01,,0.3,,0.014,,0.004,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 20:00:00,437181,2021-07-08 20:00:00,,0.003,,12.0,,0.077,,0.007,,0.3,,0.009,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 21:00:00,437181,2021-07-08 21:00:00,,0.003,,13.0,,0.063,,0.009,,0.3,,0.011,,0.002,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 22:00:00,437181,2021-07-08 22:00:00,,0.003,,16.0,,0.052,,0.01,,0.3,,0.012,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-08 23:00:00,437181,2021-07-08 23:00:00,,0.003,,20.0,,0.054,,0.012,,0.3,,0.014,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 00:00:00,437181,2021-07-09 00:00:00,,0.003,,21.0,,0.056,,0.008,,0.3,,0.01,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 01:00:00,437181,2021-07-09 01:00:00,,0.003,,12.0,,0.054,,0.008,,0.3,,0.01,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 02:00:00,437181,2021-07-09 02:00:00,,0.003,,15.0,,0.049,,0.008,,0.3,,0.01,,0.002,,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 03:00:00,437181,2021-07-09 03:00:00,,0.003,,14.0,,0.048,,0.006,,0.3,,0.008,,0.002,,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 04:00:00,437181,2021-07-09 04:00:00,,0.003,,20.0,,0.049,,0.006,,0.3,,0.008,,0.002,,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 05:00:00,437181,2021-07-09 05:00:00,,0.003,,18.0,,0.051,,0.005,,0.3,,0.007,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 06:00:00,437181,2021-07-09 06:00:00,,0.003,,15.0,,0.054,,0.005,,0.3,,0.007,,0.002,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 07:00:00,437181,2021-07-09 07:00:00,,0.003,,17.0,,0.055,,0.006,,0.3,,0.008,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 08:00:00,437181,2021-07-09 08:00:00,,0.003,,10.0,,0.056,,0.008,,0.3,,0.011,,0.003,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 09:00:00,437181,2021-07-09 09:00:00,,0.003,,9.0,,0.059,,0.006,,0.4,,0.008,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 10:00:00,437181,2021-07-09 10:00:00,,0.003,,13.0,,0.064,,0.005,,0.3,,0.007,,0.002,,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 11:00:00,437181,2021-07-09 11:00:00,,0.003,,8.0,,0.066,,0.006,,0.3,,0.01,,0.004,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 12:00:00,437181,2021-07-09 12:00:00,,0.003,,15.0,,0.072,,0.005,,0.3,,0.008,,0.003,,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 13:00:00,437181,2021-07-09 13:00:00,,0.003,,12.0,,0.077,,0.005,,0.3,,0.008,,0.003,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 14:00:00,437181,2021-07-09 14:00:00,,0.003,,13.0,,0.083,,0.004,,0.3,,0.006,,0.002,,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 15:00:00,437181,2021-07-09 15:00:00,,0.003,,8.0,,0.087,,0.004,,0.3,,0.007,,0.003,,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 16:00:00,437181,2021-07-09 16:00:00,,0.003,,8.0,,0.086,,0.006,,0.3,,0.009,,0.003,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 17:00:00,437181,2021-07-09 17:00:00,,0.003,,15.0,,0.085,,0.008,,0.3,,0.011,,0.003,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 18:00:00,437181,2021-07-09 18:00:00,,0.003,,16.0,,0.088,,0.009,,0.3,,0.013,,0.004,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 19:00:00,437181,2021-07-09 19:00:00,,0.003,,16.0,,0.082,,0.008,,0.3,,0.01,,0.002,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 20:00:00,437181,2021-07-09 20:00:00,,0.003,,15.0,,0.065,,0.01,,0.3,,0.012,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 21:00:00,437181,2021-07-09 21:00:00,,0.003,,24.0,,0.055,,0.009,,0.3,,0.011,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 22:00:00,437181,2021-07-09 22:00:00,,0.003,,24.0,,0.062,,0.007,,0.3,,0.009,,0.002,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-09 23:00:00,437181,2021-07-09 23:00:00,,0.003,,25.0,,0.059,,0.008,,0.4,,0.01,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 00:00:00,437181,2021-07-10 00:00:00,,0.003,,29.0,,0.058,,0.006,,0.4,,0.008,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 01:00:00,437181,2021-07-10 01:00:00,,0.003,,25.0,,0.056,,0.005,,0.4,,0.007,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 02:00:00,437181,2021-07-10 02:00:00,,0.003,,20.0,,0.05,,0.005,,0.4,,0.007,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 03:00:00,437181,2021-07-10 03:00:00,,0.003,,27.0,,0.043,,0.005,,0.4,,0.007,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 04:00:00,437181,2021-07-10 04:00:00,,0.003,,24.0,,0.036,,0.006,,0.4,,0.008,,0.002,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 05:00:00,437181,2021-07-10 05:00:00,,0.003,,26.0,,0.034,,0.006,,0.4,,0.008,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 06:00:00,437181,2021-07-10 06:00:00,,0.003,,24.0,,0.03,,0.007,,0.4,,0.009,,0.002,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 07:00:00,437181,2021-07-10 07:00:00,,0.003,,29.0,,0.028,,0.008,,0.4,,0.011,,0.003,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 08:00:00,437181,2021-07-10 08:00:00,,0.003,,27.0,,0.033,,0.009,,0.4,,0.013,,0.004,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 09:00:00,437181,2021-07-10 09:00:00,,0.003,,26.0,,0.055,,0.008,,0.4,,0.012,,0.004,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 10:00:00,437181,2021-07-10 10:00:00,,0.003,,28.0,,0.084,,0.005,,0.4,,0.007,,0.002,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 11:00:00,437181,2021-07-10 11:00:00,,0.002,,27.0,,0.088,,0.006,,0.4,,0.009,,0.003,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 12:00:00,437181,2021-07-10 12:00:00,,0.002,,25.0,,0.096,,0.004,,0.4,,0.006,,0.002,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 13:00:00,437181,2021-07-10 13:00:00,,0.002,,23.0,,0.1,,0.004,,0.4,,0.006,,0.002,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 14:00:00,437181,2021-07-10 14:00:00,,0.002,,26.0,,0.1,,0.005,,0.4,,0.007,,0.002,,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 15:00:00,437181,2021-07-10 15:00:00,,0.003,,23.0,,0.1,,0.005,,0.4,,0.007,,0.002,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 16:00:00,437181,2021-07-10 16:00:00,,0.003,,24.0,,0.109,,0.004,,0.4,,0.006,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 17:00:00,437181,2021-07-10 17:00:00,,0.003,,25.0,,0.106,,0.005,,0.4,,0.007,,0.002,,23.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 18:00:00,437181,2021-07-10 18:00:00,,0.003,,24.0,,0.113,,0.008,,0.3,,0.01,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 19:00:00,437181,2021-07-10 19:00:00,,0.003,,34.0,,0.105,,0.008,,0.3,,0.01,,0.002,,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 20:00:00,437181,2021-07-10 20:00:00,,0.003,,20.0,,0.096,,0.006,,0.3,,0.008,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 21:00:00,437181,2021-07-10 21:00:00,,0.003,,31.0,,0.086,,0.006,,0.3,,0.008,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 22:00:00,437181,2021-07-10 22:00:00,,0.003,,26.0,,0.087,,0.006,,0.3,,0.008,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-10 23:00:00,437181,2021-07-10 23:00:00,,0.003,,17.0,,0.085,,0.006,,0.3,,0.008,,0.002,,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 00:00:00,437181,2021-07-11 00:00:00,,0.003,,13.0,,0.089,,0.004,,0.3,,0.006,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 01:00:00,437181,2021-07-11 01:00:00,,0.003,,12.0,,0.077,,0.004,,0.3,,0.006,,0.002,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 02:00:00,437181,2021-07-11 02:00:00,,0.003,,22.0,,0.067,,0.004,,0.3,,0.006,,0.002,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 03:00:00,437181,2021-07-11 03:00:00,,0.003,,25.0,,0.062,,0.004,,0.3,,0.006,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 04:00:00,437181,2021-07-11 04:00:00,,0.003,,19.0,,0.055,,0.004,,0.3,,0.006,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 05:00:00,437181,2021-07-11 05:00:00,,0.003,,23.0,,0.059,,0.004,,0.3,,0.006,,0.002,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 06:00:00,437181,2021-07-11 06:00:00,,0.002,,25.0,,0.053,,0.004,,0.3,,0.006,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 07:00:00,437181,2021-07-11 07:00:00,,0.002,,25.0,,0.05,,0.005,,0.3,,0.007,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 08:00:00,437181,2021-07-11 08:00:00,,0.002,,27.0,,0.058,,0.004,,0.3,,0.006,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 09:00:00,437181,2021-07-11 09:00:00,,0.002,,25.0,,0.055,,0.005,,0.3,,0.007,,0.002,,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 10:00:00,437181,2021-07-11 10:00:00,,0.002,,35.0,,0.061,,0.005,,0.3,,0.007,,0.002,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 11:00:00,437181,2021-07-11 11:00:00,,0.002,D004,0.0,,0.072,,0.004,,0.3,,0.006,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 12:00:00,437181,2021-07-11 12:00:00,,0.002,,27.0,,0.088,,0.004,,0.3,,0.006,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 13:00:00,437181,2021-07-11 13:00:00,,0.002,,19.0,,0.096,,0.004,,0.3,,0.006,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 14:00:00,437181,2021-07-11 14:00:00,,0.002,,27.0,,0.091,,0.003,,0.3,,0.005,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 15:00:00,437181,2021-07-11 15:00:00,,0.002,,16.0,,0.088,,0.003,,0.3,,0.005,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 16:00:00,437181,2021-07-11 16:00:00,,0.003,,16.0,,0.088,,0.003,,0.3,,0.005,,0.002,,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 17:00:00,437181,2021-07-11 17:00:00,,0.003,,17.0,,0.089,,0.003,,0.3,,0.005,,0.002,,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 18:00:00,437181,2021-07-11 18:00:00,,0.003,,16.0,,0.087,,0.004,,0.3,,0.006,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 19:00:00,437181,2021-07-11 19:00:00,,0.003,,18.0,,0.087,,0.004,,0.3,,0.006,,0.002,,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 20:00:00,437181,2021-07-11 20:00:00,,0.003,,28.0,,0.103,,0.005,,0.3,,0.007,,0.002,,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 21:00:00,437181,2021-07-11 21:00:00,,0.003,,10.0,,0.092,,0.005,,0.3,,0.007,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 22:00:00,437181,2021-07-11 22:00:00,,0.002,,18.0,,0.08,,0.006,,0.3,,0.008,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 23:00:00,437181,2021-07-11 23:00:00,,0.002,,14.0,,0.071,,0.006,,0.3,,0.008,,0.002,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 00:00:00,437181,2021-07-12 00:00:00,,0.002,,19.0,,0.07,,0.005,,0.3,,0.007,,0.002,,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 01:00:00,437181,2021-07-12 01:00:00,,0.002,,16.0,,0.053,,0.005,,0.3,,0.007,,0.002,,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 02:00:00,437181,2021-07-12 02:00:00,,0.002,,21.0,,0.055,,0.005,,0.3,,0.007,,0.002,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 03:00:00,437181,2021-07-12 03:00:00,,0.002,,18.0,,0.047,,0.004,,0.3,,0.006,,0.002,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 04:00:00,437181,2021-07-12 04:00:00,,0.002,,22.0,,0.043,,0.005,,0.3,,0.007,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 05:00:00,437181,2021-07-12 05:00:00,,0.002,,27.0,,0.04,,0.005,,0.3,,0.007,,0.002,,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 06:00:00,437181,2021-07-12 06:00:00,,0.002,,20.0,,0.039,,0.006,,0.3,,0.008,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 07:00:00,437181,2021-07-12 07:00:00,,0.002,,27.0,,0.043,,0.006,,0.3,,0.008,,0.002,,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 08:00:00,437181,2021-07-12 08:00:00,,0.002,,23.0,,0.045,,0.006,,0.3,,0.008,,0.002,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 09:00:00,437181,2021-07-12 09:00:00,,0.002,,21.0,,0.044,,0.008,,0.3,,0.012,,0.004,,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 10:00:00,437181,2021-07-12 10:00:00,,0.002,,23.0,,0.049,,0.008,,0.3,,0.014,,0.006,,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 11:00:00,437181,2021-07-12 11:00:00,,0.002,,22.0,,0.06,,0.006,,0.3,,0.01,,0.004,,13.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 12:00:00,437181,2021-07-12 12:00:00,,0.002,,16.0,,0.09,,0.006,,0.3,,0.009,,0.003,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 13:00:00,437181,2021-07-12 13:00:00,,0.003,,22.0,,0.102,,0.006,,0.3,,0.008,,0.002,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 14:00:00,437181,2021-07-12 14:00:00,,0.003,,27.0,,0.11,,0.006,,0.3,,0.009,,0.003,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 15:00:00,437181,2021-07-12 15:00:00,,0.003,,27.0,,0.115,,0.006,,0.3,,0.008,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 16:00:00,437181,2021-07-12 16:00:00,,0.003,,26.0,,0.11,,0.009,,0.3,,0.013,,0.004,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 17:00:00,437181,2021-07-12 17:00:00,,0.003,,23.0,,0.103,,0.01,,0.3,,0.014,,0.004,,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 18:00:00,437181,2021-07-12 18:00:00,,0.003,,28.0,,0.096,,0.012,,0.3,,0.016,,0.004,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 19:00:00,437181,2021-07-12 19:00:00,,0.003,,30.0,,0.086,,0.013,,0.3,,0.016,,0.003,,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 20:00:00,437181,2021-07-12 20:00:00,,0.002,,31.0,,0.086,,0.012,,0.4,,0.014,,0.002,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 21:00:00,437181,2021-07-12 21:00:00,,0.002,,34.0,,0.072,,0.013,,0.3,,0.015,,0.002,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 22:00:00,437181,2021-07-12 22:00:00,,0.003,,34.0,,0.058,,0.012,,0.3,,0.014,,0.002,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 23:00:00,437181,2021-07-12 23:00:00,,0.003,,37.0,,0.052,,0.012,,0.3,,0.015,,0.003,,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 00:00:00,437181,2021-07-13 00:00:00,,0.003,,37.0,,0.043,,0.012,,0.3,,0.014,,0.002,,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 01:00:00,437181,2021-07-13 01:00:00,,0.003,,34.0,,0.041,,0.011,,0.3,,0.013,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 02:00:00,437181,2021-07-13 02:00:00,,0.003,,28.0,,0.049,,0.01,,0.3,,0.012,,0.002,,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 03:00:00,437181,2021-07-13 03:00:00,,0.003,,32.0,,0.04,,0.01,,0.3,,0.012,,0.002,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 04:00:00,437181,2021-07-13 04:00:00,,0.003,,29.0,,0.029,,0.01,,0.3,,0.012,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 05:00:00,437181,2021-07-13 05:00:00,,0.003,,34.0,,0.022,,0.011,,0.3,,0.014,,0.003,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 06:00:00,437181,2021-07-13 06:00:00,,0.003,,34.0,,0.019,,0.012,,0.4,,0.017,,0.005,,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 07:00:00,437181,2021-07-13 07:00:00,,0.003,,30.0,,0.02,,0.011,,0.4,,0.018,,0.007,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 08:00:00,437181,2021-07-13 08:00:00,,0.003,,38.0,,0.033,,0.012,,0.4,,0.018,,0.006,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 09:00:00,437181,2021-07-13 09:00:00,,0.003,,34.0,,0.049,,0.014,,0.4,,0.023,,0.009,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 10:00:00,437181,2021-07-13 10:00:00,,0.002,,41.0,,0.078,,0.008,,0.3,,0.011,,0.003,,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 11:00:00,437181,2021-07-13 11:00:00,,0.002,,35.0,,0.09,,0.007,,0.3,,0.01,,0.003,,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 12:00:00,437181,2021-07-13 12:00:00,,0.002,,30.0,,0.095,,0.009,,0.3,,0.013,,0.004,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 13:00:00,437181,2021-07-13 13:00:00,,0.003,,30.0,,0.103,,0.008,,0.3,,0.011,,0.003,,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 14:00:00,437181,2021-07-13 14:00:00,,0.003,,31.0,,0.113,,0.008,,0.3,,0.011,,0.003,,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 15:00:00,437181,2021-07-13 15:00:00,,0.003,,29.0,,0.112,,0.01,,0.3,,0.013,,0.003,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 16:00:00,437181,2021-07-13 16:00:00,,0.003,,32.0,,0.115,,0.008,,0.3,,0.01,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 17:00:00,437181,2021-07-13 17:00:00,,0.003,,34.0,,0.113,,0.01,,0.3,,0.013,,0.003,,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 18:00:00,437181,2021-07-13 18:00:00,,0.003,,30.0,,0.115,,0.011,,0.3,,0.014,,0.003,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 19:00:00,437181,2021-07-13 19:00:00,,0.003,,30.0,,0.095,,0.012,,0.3,,0.014,,0.002,,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 20:00:00,437181,2021-07-13 20:00:00,,0.003,,30.0,,0.083,,0.018,,0.4,,0.021,,0.003,,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 21:00:00,437181,2021-07-13 21:00:00,,0.002,,40.0,,0.076,,0.014,,0.3,,0.016,,0.002,,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 22:00:00,437181,2021-07-13 22:00:00,,0.002,,36.0,,0.063,,0.014,,0.3,,0.016,,0.002,,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-13 23:00:00,437181,2021-07-13 23:00:00,,0.002,,35.0,,0.054,,0.014,,0.3,,0.017,,0.003,,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-07-14 00:00:00,437181,2021-07-14 00:00:00,,0.002,,43.0,,0.051,,0.011,,0.3,,0.013,,0.002,,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
