AREA_INDEX,MDATETIME,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE
633311,2021-01-01 01:00:00,,0.005,,32.0,,0.032,,0.009,,0.2,,0.011,,0.002,,20.0,0,0,0,0,0,0,0,0
633311,2021-01-01 02:00:00,,0.005,,23.0,,0.032,,0.009,,0.2,,0.011,,0.002,,16.0,0,0,0,0,0,0,0,0
633311,2021-01-01 03:00:00,,0.007,,28.0,,0.025,,0.012,,0.5,,0.014,,0.002,,16.0,0,0,0,0,0,0,0,0
633311,2021-01-01 04:00:00,,0.005,,27.0,,0.02,,0.013,,0.6,,0.015,,0.002,,18.0,0,0,0,0,0,0,0,0
633311,2021-01-01 05:00:00,,0.005,,29.0,,0.021,,0.01,,0.3,,0.012,,0.002,,26.0,0,0,0,0,0,0,0,0
633311,2021-01-01 06:00:00,,0.004,,24.0,,0.018,,0.011,,0.5,,0.013,,0.002,,19.0,0,0,0,0,0,0,0,0
633311,2021-01-01 07:00:00,,0.004,,31.0,,0.018,,0.012,,0.4,,0.014,,0.002,,21.0,0,0,0,0,0,0,0,0
633311,2021-01-01 08:00:00,,0.004,,26.0,,0.014,,0.013,,0.6,,0.016,,0.003,,21.0,0,0,0,0,0,0,0,0
633311,2021-01-01 09:00:00,,0.004,,29.0,,0.013,,0.013,,0.7,,0.018,,0.005,,25.0,0,0,0,0,0,0,0,0
633311,2021-01-01 10:00:00,,0.004,,42.0,,0.014,,0.014,,1.0,,0.033,,0.019,,29.0,0,0,0,0,0,0,0,0
633311,2021-01-01 11:00:00,,0.005,,61.0,,0.016,,0.015,,1.0,,0.05,,0.035,,36.0,0,0,0,0,0,0,0,0
633311,2021-01-01 12:00:00,,0.004,,115.0,,0.022,,0.015,,0.7,,0.029,,0.014,,36.0,0,0,0,0,0,0,0,0
633311,2021-01-01 13:00:00,,0.004,,63.0,,0.031,,0.011,,0.5,,0.02,,0.009,,28.0,0,0,0,0,0,0,0,0
633311,2021-01-01 14:00:00,,0.004,,29.0,,0.042,,0.005,,0.2,,0.007,,0.002,,15.0,0,0,0,0,0,0,0,0
633311,2021-01-01 15:00:00,,0.004,,22.0,,0.043,,0.006,,0.2,,0.008,,0.002,,6.0,0,0,0,0,0,0,0,0
633311,2021-01-01 16:00:00,,0.004,,18.0,,0.041,,0.006,,0.2,,0.008,,0.002,,9.0,0,0,0,0,0,0,0,0
633311,2021-01-01 17:00:00,,0.005,,25.0,,0.04,,0.007,,0.2,,0.009,,0.002,,12.0,0,0,0,0,0,0,0,0
