MDATETIME,AREA_INDEX,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,Unnamed: 18,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE,SO2_ai_CODE,CO_ai_CODE,O3_ai_CODE,NO2_ai_CODE
2021-01-01 21:00:00,111213,,0.003,,30.0,,0.014,,0.033,,0.5,,0.044,,0.011,,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 22:00:00,111213,,0.003,,31.0,,0.016,,0.031,,0.5,,0.046,,0.015,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 23:00:00,111213,,0.003,,37.0,,0.02,,0.025,,0.5,,0.037,,0.012,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 00:00:00,111213,,0.003,,41.0,,0.024,,0.016,,0.5,,0.025,,0.009,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 01:00:00,111213,,0.003,,34.0,,0.027,,0.013,,0.4,,0.018,,0.005,,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 02:00:00,111213,,0.003,,24.0,,0.03,,0.01,,0.3,,0.013,,0.003,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 03:00:00,111213,,0.003,,19.0,,0.028,,0.011,,0.3,,0.015,,0.004,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 04:00:00,111213,,0.003,,23.0,,0.026,,0.013,,0.4,,0.017,,0.004,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 05:00:00,111213,,0.003,,25.0,,0.024,,0.016,,0.3,,0.025,,0.009,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 06:00:00,111213,,0.002,,24.0,,0.023,,0.017,,0.4,,0.03,,0.013,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 07:00:00,111213,,0.002,,25.0,,0.02,,0.02,,0.3,,0.042,,0.022,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 08:00:00,111213,,0.003,,23.0,,0.017,,0.018,,0.4,,0.06,,0.042,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 09:00:00,111213,,0.003,,28.0,,0.011,,0.031,,0.5,,0.082,,0.051,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 10:00:00,111213,,0.003,,28.0,,0.017,,0.022,,0.4,,0.069,,0.047,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 11:00:00,111213,,0.003,,29.0,,0.02,,0.018,,0.4,,0.053,,0.035,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 12:00:00,111213,,0.003,,25.0,,0.024,,0.02,,0.4,,0.048,,0.028,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 13:00:00,111213,,0.003,,31.0,,0.028,,0.017,,0.4,,0.037,,0.02,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 14:00:00,111213,,0.003,,33.0,,0.027,,0.017,,0.4,,0.042,,0.025,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 15:00:00,111213,,0.003,,43.0,,0.028,,0.021,,0.4,,0.049,,0.028,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 16:00:00,111213,,0.003,,46.0,,0.029,,0.017,,0.4,,0.038,,0.021,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 17:00:00,111213,,0.003,,44.0,,0.028,,0.015,,0.4,,0.031,,0.016,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 18:00:00,111213,,0.004,,41.0,,0.027,,0.019,,0.4,,0.032,,0.013,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 19:00:00,111213,,0.004,,46.0,,0.021,,0.025,,0.4,,0.041,,0.016,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 20:00:00,111213,,0.003,,48.0,,0.018,,0.028,,0.4,,0.051,,0.023,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 21:00:00,111213,,0.002,,54.0,,0.021,,0.018,,0.4,,0.036,,0.018,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 22:00:00,111213,,0.002,,57.0,,0.022,,0.019,,0.4,,0.034,,0.015,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 23:00:00,111213,,0.002,,61.0,,0.021,,0.019,,0.4,,0.034,,0.015,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 00:00:00,111213,,0.002,,56.0,,0.027,,0.012,,0.4,,0.018,,0.006,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 01:00:00,111213,,0.002,,49.0,,0.03,,0.007,,0.3,,0.011,,0.004,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 02:00:00,111213,,0.002,,43.0,,0.029,,0.007,,0.3,,0.01,,0.003,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 03:00:00,111213,,0.003,,42.0,,0.026,,0.01,,0.3,,0.014,,0.004,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 04:00:00,111213,,0.003,,46.0,,0.023,,0.012,,0.4,,0.015,,0.003,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 05:00:00,111213,,0.003,,50.0,,0.015,,0.018,,0.4,,0.041,,0.023,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 06:00:00,111213,,0.002,,50.0,,0.009,,0.025,,0.5,,0.047,,0.022,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 07:00:00,111213,,0.002,,49.0,,0.005,,0.031,,0.6,,0.068,,0.037,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 08:00:00,111213,,0.002,,46.0,,0.005,,0.033,,0.6,,0.077,,0.044,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 09:00:00,111213,,0.003,,52.0,,0.004,,0.041,,0.7,,0.116,,0.075,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 10:00:00,111213,,0.003,,49.0,,0.013,,0.034,,0.5,,0.067,,0.033,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 11:00:00,111213,,0.003,,48.0,,0.018,,0.026,,0.4,,0.052,,0.026,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 12:00:00,111213,,0.002,,32.0,,0.029,,0.011,,0.3,,0.033,,0.022,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 13:00:00,111213,,0.002,,27.0,,0.029,,0.014,,0.3,,0.027,,0.013,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 14:00:00,111213,,0.003,,30.0,,0.027,,0.022,,0.3,,0.041,,0.019,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 15:00:00,111213,,0.003,,31.0,,0.025,,0.02,,0.4,,0.039,,0.019,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 16:00:00,111213,,0.003,,30.0,,0.025,,0.021,,0.4,,0.043,,0.022,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 17:00:00,111213,,0.003,,30.0,,0.024,,0.024,,0.4,,0.042,,0.018,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 18:00:00,111213,,0.003,,30.0,,0.023,,0.023,,0.4,,0.043,,0.02,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 19:00:00,111213,,0.003,,32.0,,0.018,,0.029,,0.5,,0.052,,0.023,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 20:00:00,111213,,0.003,,32.0,,0.014,,0.033,,0.5,,0.06,,0.027,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 21:00:00,111213,,0.003,,36.0,,0.009,,0.038,,0.6,,0.081,,0.043,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 22:00:00,111213,,0.004,,42.0,,0.002,,0.045,,0.8,,0.149,,0.104,,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-03 23:00:00,111213,,0.003,,50.0,,0.002,,0.043,,0.8,,0.098,,0.055,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 00:00:00,111213,,0.003,,43.0,,0.003,,0.039,,0.7,,0.069,,0.03,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 01:00:00,111213,,0.003,,43.0,,0.003,,0.04,,0.7,,0.071,,0.031,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 02:00:00,111213,,0.003,,38.0,,0.01,,0.033,,0.6,,0.05,,0.017,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 03:00:00,111213,,0.003,,38.0,,0.008,,0.037,,0.6,,0.06,,0.023,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 04:00:00,111213,,0.003,,40.0,,0.002,,0.038,,0.8,,0.077,,0.039,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 05:00:00,111213,,0.003,,40.0,,0.003,,0.037,,0.7,,0.1,,0.063,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 06:00:00,111213,,0.003,,41.0,,0.002,,0.041,,0.7,,0.121,,0.08,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 07:00:00,111213,,0.004,,46.0,,0.002,,0.048,,0.8,,0.21,,0.162,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 08:00:00,111213,,0.004,,71.0,,0.002,,0.057,,1.1,,0.378,,0.321,,31.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 09:00:00,111213,,0.004,,78.0,,0.002,,0.055,,0.8,,0.202,,0.147,,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 10:00:00,111213,,0.004,,53.0,,0.004,,0.055,,0.8,,0.149,,0.094,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 11:00:00,111213,,0.004,,47.0,,0.007,,0.045,,0.7,,0.12,,0.075,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 12:00:00,111213,,0.004,,48.0,,0.009,,0.045,,0.7,,0.108,,0.063,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 13:00:00,111213,,0.004,,50.0,,0.012,,0.04,,0.7,,0.091,,0.051,,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 14:00:00,111213,,0.004,,49.0,,0.01,,0.041,,0.7,,0.089,,0.048,,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 15:00:00,111213,,0.003,,47.0,,0.011,,0.041,,0.6,,0.082,,0.041,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 16:00:00,111213,,0.004,,49.0,,0.006,,0.047,,0.6,,0.118,,0.071,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 17:00:00,111213,,0.004,,42.0,,0.01,,0.045,,0.5,,0.083,,0.038,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 18:00:00,111213,,0.003,,40.0,,0.004,,0.049,,0.6,,0.116,,0.067,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 19:00:00,111213,,0.003,,43.0,,0.002,,0.061,,0.7,,0.121,,0.06,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 20:00:00,111213,,0.003,,43.0,,0.002,,0.053,,0.6,,0.095,,0.042,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 21:00:00,111213,,0.003,,42.0,,0.002,,0.052,,0.6,,0.089,,0.037,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 22:00:00,111213,,0.003,,46.0,,0.002,,0.055,,0.7,,0.114,,0.059,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-04 23:00:00,111213,,0.003,,47.0,,0.004,,0.042,,0.6,,0.077,,0.035,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 00:00:00,111213,,0.003,,41.0,,0.011,,0.029,,0.5,,0.046,,0.017,,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 01:00:00,111213,,0.003,,36.0,,0.016,,0.024,,0.4,,0.033,,0.009,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 02:00:00,111213,,0.003,,31.0,,0.014,,0.022,,0.4,,0.033,,0.011,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 03:00:00,111213,,0.003,,36.0,,0.013,,0.027,,0.4,,0.036,,0.009,,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 04:00:00,111213,,0.002,,40.0,,0.015,,0.024,,0.4,,0.033,,0.009,,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 05:00:00,111213,,0.002,,31.0,,0.018,,0.022,,0.4,,0.032,,0.01,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 06:00:00,111213,,0.002,,27.0,,0.017,,0.018,,0.4,,0.044,,0.026,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 07:00:00,111213,,0.003,,27.0,,0.018,,0.025,,0.4,,0.051,,0.026,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 08:00:00,111213,,0.003,,40.0,,0.014,,0.033,,0.5,,0.08,,0.047,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 09:00:00,111213,,0.004,,50.0,,0.014,,0.025,,0.5,,0.08,,0.055,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 10:00:00,111213,,0.004,,51.0,,0.014,,0.026,,0.6,,0.087,,0.061,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 11:00:00,111213,,0.003,,53.0,,0.021,,0.027,,0.4,,0.073,,0.046,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 12:00:00,111213,,0.003,,37.0,,0.025,,0.016,,0.4,,0.052,,0.036,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 13:00:00,111213,,0.003,,34.0,,0.029,,0.023,,0.3,,0.053,,0.03,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 14:00:00,111213,,0.003,,26.0,,0.028,,0.021,,0.3,,0.05,,0.029,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 15:00:00,111213,,0.003,,32.0,,0.025,,0.025,,0.3,,0.067,,0.042,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 16:00:00,111213,,0.003,,30.0,,0.028,,0.019,,0.3,,0.045,,0.026,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 17:00:00,111213,,0.002,,24.0,,0.025,,0.024,,0.3,,0.056,,0.032,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 18:00:00,111213,,0.003,,22.0,,0.02,,0.032,,0.4,,0.067,,0.035,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 19:00:00,111213,,0.002,,23.0,,0.018,,0.035,,0.4,,0.079,,0.044,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 20:00:00,111213,,0.002,,23.0,,0.02,,0.025,,0.4,,0.061,,0.036,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 21:00:00,111213,,0.002,,21.0,,0.024,,0.021,,0.4,,0.046,,0.025,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 22:00:00,111213,,0.002,,22.0,,0.021,,0.023,,0.4,,0.048,,0.025,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-05 23:00:00,111213,,0.002,,23.0,,0.019,,0.026,,0.4,,0.045,,0.019,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 00:00:00,111213,,0.002,,21.0,,0.025,,0.016,,0.4,,0.027,,0.011,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 01:00:00,111213,,0.003,,21.0,,0.028,,0.011,,0.4,,0.019,,0.008,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 02:00:00,111213,,0.003,,21.0,,0.027,,0.011,,0.4,,0.018,,0.007,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 03:00:00,111213,,0.003,,22.0,,0.026,,0.013,,0.4,,0.019,,0.006,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 04:00:00,111213,,0.003,,20.0,,0.024,,0.014,,0.4,,0.021,,0.007,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 05:00:00,111213,,0.003,,24.0,,0.017,,0.022,,0.4,,0.045,,0.023,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 06:00:00,111213,,0.003,,26.0,,0.004,,0.043,,0.5,,0.096,,0.053,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 07:00:00,111213,,0.003,,28.0,,0.002,,0.047,,0.5,,0.153,,0.106,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 08:00:00,111213,,0.003,,33.0,,0.004,,0.046,,0.5,,0.174,,0.128,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 09:00:00,111213,,0.004,,42.0,,0.004,,0.058,,0.7,,0.183,,0.125,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 10:00:00,111213,,0.003,,39.0,,0.007,,0.05,,0.5,,0.13,,0.08,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 11:00:00,111213,,0.003,,38.0,,0.012,,0.038,,0.5,,0.101,,0.063,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 12:00:00,111213,,0.003,,36.0,,0.021,,0.024,,0.5,,0.066,,0.042,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 13:00:00,111213,,0.003,,33.0,,0.024,,0.024,,0.4,,0.066,,0.042,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 14:00:00,111213,,0.003,,28.0,,0.027,,0.022,,0.4,,0.053,,0.031,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 15:00:00,111213,,0.002,,32.0,,0.026,,0.02,,0.3,,0.048,,0.028,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 16:00:00,111213,,0.003,,30.0,,0.022,,0.023,,0.3,,0.064,,0.041,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 17:00:00,111213,,0.003,,36.0,,0.017,,0.039,,0.4,,0.058,,0.019,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 18:00:00,111213,,0.003,,32.0,,0.016,,0.034,,0.4,,0.053,,0.019,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-06 19:00:00,111213,,0.003,,38.0,,0.017,,0.031,,0.4,,0.058,,0.027,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
