MDATETIME,AREA_INDEX,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,Unnamed: 18,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE,SO2_ai_CODE,CO_ai_CODE,O3_ai_CODE,NO2_ai_CODE
2021-01-01 01:00:00,111171,,0.002,,19.0,,0.023,,0.015,,0.3,,0.016,,0.001,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 02:00:00,111171,,0.002,,15.0,,0.019,,0.018,,0.4,,0.019,,0.001,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 03:00:00,111171,,0.002,,18.0,,0.015,,0.022,,0.4,,0.023,,0.001,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 04:00:00,111171,,0.002,,20.0,,0.007,,0.031,,0.5,,0.034,,0.003,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 05:00:00,111171,,0.002,,19.0,,0.005,,0.035,,0.5,,0.04,,0.005,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 06:00:00,111171,,0.002,,18.0,,0.004,,0.036,,0.5,,0.043,,0.007,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 07:00:00,111171,,0.002,,14.0,,0.007,,0.029,,0.5,,0.032,,0.003,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 08:00:00,111171,,0.002,,18.0,,0.008,,0.028,,0.5,,0.032,,0.004,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 09:00:00,111171,,0.002,,17.0,,0.006,,0.035,,0.6,,0.056,,0.021,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 10:00:00,111171,,0.002,,28.0,,0.007,,0.035,,0.7,,0.071,,0.036,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 11:00:00,111171,,0.002,,30.0,,0.011,,0.03,,0.6,,0.06,,0.03,,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 12:00:00,111171,,0.003,,32.0,,0.011,,0.031,,0.5,,0.061,,0.03,,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 13:00:00,111171,,0.003,,38.0,,0.012,,0.033,,0.6,,0.057,,0.024,,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 14:00:00,111171,,0.003,,27.0,,0.017,,0.026,,0.5,,0.045,,0.019,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 15:00:00,111171,,0.002,,20.0,,0.025,,0.017,,0.3,,0.024,,0.007,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 16:00:00,111171,,0.002,,18.0,,0.029,,0.013,,0.3,,0.016,,0.003,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 17:00:00,111171,,0.002,,20.0,,0.032,,0.009,,0.3,,0.011,,0.002,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 18:00:00,111171,,0.002,,17.0,,0.028,,0.013,,0.3,,0.014,,0.001,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 19:00:00,111171,,0.002,,22.0,,0.02,,0.021,,0.4,,0.023,,0.002,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 20:00:00,111171,,0.002,,27.0,,0.014,,0.026,,0.4,,0.028,,0.002,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 21:00:00,111171,,0.002,,33.0,,0.016,,0.023,,0.4,,0.025,,0.002,,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 22:00:00,111171,,0.002,,21.0,,0.025,,0.014,,0.4,,0.015,,0.001,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-01 23:00:00,111171,,0.003,,26.0,,0.03,,0.009,,0.4,,0.01,,0.001,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 00:00:00,111171,,0.003,,23.0,,0.029,,0.009,,0.3,,0.01,,0.001,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 01:00:00,111171,,0.002,,23.0,,0.033,,0.008,,0.3,,0.011,,0.003,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 02:00:00,111171,,0.002,,19.0,,0.03,,0.009,,0.3,,0.01,,0.001,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 03:00:00,111171,,0.002,,20.0,,0.031,,0.008,,0.3,,0.009,,0.001,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 04:00:00,111171,,0.002,,44.0,,0.033,,0.006,,0.3,,0.007,,0.001,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 05:00:00,111171,,0.002,,10.0,,0.031,,0.009,,0.3,,0.01,,0.001,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 06:00:00,111171,,0.002,,12.0,,0.025,,0.014,,0.3,,0.015,,0.001,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 07:00:00,111171,,0.002,,17.0,,0.017,,0.023,,0.4,,0.025,,0.002,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 08:00:00,111171,,0.002,,15.0,,0.021,,0.019,,0.4,,0.02,,0.001,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 09:00:00,111171,,0.002,,12.0,,0.014,,0.027,,0.4,,0.033,,0.006,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 10:00:00,111171,,0.002,,16.0,,0.023,,0.017,,0.4,,0.023,,0.006,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 11:00:00,111171,,0.002,,13.0,,0.027,,0.013,,0.4,,0.019,,0.006,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 12:00:00,111171,,0.002,,13.0,,0.033,,0.007,,0.3,,0.01,,0.003,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 13:00:00,111171,,0.002,,18.0,,0.034,,0.006,,0.2,,0.009,,0.003,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
2021-01-02 14:00:00,111171,,0.002,,28.0,,0.035,,0.005,,0.2,,0.007,,0.002,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False
