,AREA_INDEX,MDATETIME,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE
2021-01-01 11:00:00,437211,2021-01-01 11:00:00,,0.004,,20.0,,0.033,,0.007,,0.3,,0.011,,0.004,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 12:00:00,437211,2021-01-01 12:00:00,,0.004,,18.0,,0.036,,0.005,,0.2,,0.009,,0.004,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 13:00:00,437211,2021-01-01 13:00:00,,0.004,,13.0,,0.036,,0.005,,0.2,,0.009,,0.004,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 14:00:00,437211,2021-01-01 14:00:00,,0.004,,20.0,,0.037,,0.006,,0.2,,0.01,,0.004,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 15:00:00,437211,2021-01-01 15:00:00,,0.004,,17.0,,0.039,,0.005,,0.2,,0.008,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 16:00:00,437211,2021-01-01 16:00:00,,0.004,,14.0,,0.037,,0.007,,0.3,,0.01,,0.003,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 17:00:00,437211,2021-01-01 17:00:00,,0.004,,12.0,,0.036,,0.009,,0.3,,0.012,,0.003,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 18:00:00,437211,2021-01-01 18:00:00,,0.004,,14.0,,0.034,,0.011,,0.3,,0.014,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 19:00:00,437211,2021-01-01 19:00:00,,0.004,,17.0,,0.034,,0.011,,0.4,,0.014,,0.003,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 20:00:00,437211,2021-01-01 20:00:00,,0.004,,19.0,,0.035,,0.01,,0.3,,0.013,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 21:00:00,437211,2021-01-01 21:00:00,,0.004,,19.0,,0.035,,0.01,,0.3,,0.013,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 22:00:00,437211,2021-01-01 22:00:00,,0.004,,19.0,,0.03,,0.014,,0.4,,0.017,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 23:00:00,437211,2021-01-01 23:00:00,,0.004,,21.0,,0.026,,0.014,,0.4,,0.017,,0.003,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 00:00:00,437211,2021-01-02 00:00:00,,0.003,,25.0,,0.026,,0.013,,0.4,,0.016,,0.003,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 01:00:00,437211,2021-01-02 01:00:00,,0.004,,24.0,,0.023,,0.016,,0.4,,0.019,,0.003,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 02:00:00,437211,2021-01-02 02:00:00,,0.004,,26.0,,0.021,,0.018,,0.4,,0.022,,0.004,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 03:00:00,437211,2021-01-02 03:00:00,,0.005,,31.0,,0.018,,0.02,,0.4,,0.024,,0.004,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 04:00:00,437211,2021-01-02 04:00:00,,0.006,,27.0,,0.019,,0.019,,0.5,,0.022,,0.003,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 05:00:00,437211,2021-01-02 05:00:00,,0.005,,26.0,,0.021,,0.018,,0.4,,0.022,,0.004,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 06:00:00,437211,2021-01-02 06:00:00,,0.005,,30.0,,0.018,,0.02,,0.4,,0.024,,0.004,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 07:00:00,437211,2021-01-02 07:00:00,,0.005,,34.0,,0.021,,0.018,,0.4,,0.022,,0.004,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 08:00:00,437211,2021-01-02 08:00:00,,0.004,,35.0,,0.007,,0.034,,0.5,,0.05,,0.016,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 09:00:00,437211,2021-01-02 09:00:00,,0.006,,45.0,,0.011,,0.035,,0.5,,0.062,,0.027,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 10:00:00,437211,2021-01-02 10:00:00,,0.006,,46.0,,0.026,,0.018,,0.4,,0.029,,0.011,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 11:00:00,437211,2021-01-02 11:00:00,,0.004,,40.0,,0.038,,0.007,,0.2,,0.011,,0.004,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 12:00:00,437211,2021-01-02 12:00:00,,0.004,,27.0,,0.039,,0.006,,0.2,,0.01,,0.004,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 13:00:00,437211,2021-01-02 13:00:00,,0.004,,20.0,,0.039,,0.005,,0.3,,0.009,,0.004,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 14:00:00,437211,2021-01-02 14:00:00,,0.004,,30.0,,0.038,,0.006,,0.3,,0.011,,0.005,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 15:00:00,437211,2021-01-02 15:00:00,,0.004,,42.0,,0.036,,0.009,,0.3,,0.014,,0.005,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 16:00:00,437211,2021-01-02 16:00:00,,0.004,,41.0,,0.036,,0.009,,0.3,,0.014,,0.005,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 17:00:00,437211,2021-01-02 17:00:00,,0.004,,38.0,,0.034,,0.011,,0.3,,0.015,,0.004,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 18:00:00,437211,2021-01-02 18:00:00,,0.005,,44.0,,0.032,,0.013,,0.3,,0.017,,0.004,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 19:00:00,437211,2021-01-02 19:00:00,,0.005,,43.0,,0.034,,0.011,,0.3,,0.014,,0.003,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 20:00:00,437211,2021-01-02 20:00:00,,0.005,,44.0,,0.034,,0.01,,0.3,,0.013,,0.003,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 21:00:00,437211,2021-01-02 21:00:00,,0.005,,45.0,,0.035,,0.009,,0.3,,0.012,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 22:00:00,437211,2021-01-02 22:00:00,,0.005,,40.0,,0.034,,0.009,,0.3,,0.012,,0.003,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 23:00:00,437211,2021-01-02 23:00:00,,0.005,,39.0,,0.034,,0.009,,0.3,,0.012,,0.003,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 00:00:00,437211,2021-01-03 00:00:00,,0.005,,38.0,,0.033,,0.01,,0.3,,0.013,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 01:00:00,437211,2021-01-03 01:00:00,,0.004,,41.0,,0.036,,0.007,,0.3,,0.01,,0.003,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 02:00:00,437211,2021-01-03 02:00:00,,0.004,,43.0,,0.035,,0.007,,0.3,,0.01,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 03:00:00,437211,2021-01-03 03:00:00,,0.004,,38.0,,0.034,,0.007,,0.3,,0.01,,0.003,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 04:00:00,437211,2021-01-03 04:00:00,,0.004,,43.0,,0.034,,0.007,,0.3,,0.01,,0.003,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 05:00:00,437211,2021-01-03 05:00:00,,0.004,,44.0,,0.032,,0.008,,0.3,,0.011,,0.003,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 06:00:00,437211,2021-01-03 06:00:00,,0.004,,48.0,,0.033,,0.007,,0.2,,0.01,,0.003,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 07:00:00,437211,2021-01-03 07:00:00,,0.004,,38.0,,0.034,,0.006,,0.2,,0.009,,0.003,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 08:00:00,437211,2021-01-03 08:00:00,,0.005,,39.0,,0.028,,0.012,,0.3,,0.015,,0.003,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 09:00:00,437211,2021-01-03 09:00:00,,0.005,,39.0,,0.027,,0.014,,0.3,,0.019,,0.005,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 10:00:00,437211,2021-01-03 10:00:00,,0.004,,41.0,,0.035,,0.006,,0.3,,0.01,,0.004,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 11:00:00,437211,2021-01-03 11:00:00,,0.005,,28.0,,0.035,,0.006,,0.3,,0.01,,0.004,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 12:00:00,437211,2021-01-03 12:00:00,,0.004,,30.0,,0.037,,0.005,,0.3,,0.009,,0.004,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 13:00:00,437211,2021-01-03 13:00:00,,0.004,,33.0,,0.039,,0.005,,0.3,,0.008,,0.003,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 14:00:00,437211,2021-01-03 14:00:00,,0.004,,32.0,,0.038,,0.006,,0.3,,0.01,,0.004,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 15:00:00,437211,2021-01-03 15:00:00,,0.004,,36.0,,0.038,,0.007,,0.3,,0.011,,0.004,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 16:00:00,437211,2021-01-03 16:00:00,,0.004,,34.0,,0.037,,0.009,,0.3,,0.012,,0.003,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 17:00:00,437211,2021-01-03 17:00:00,,0.005,,35.0,,0.033,,0.012,,0.3,,0.015,,0.003,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 18:00:00,437211,2021-01-03 18:00:00,,0.005,,38.0,,0.031,,0.014,,0.3,,0.017,,0.003,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 19:00:00,437211,2021-01-03 19:00:00,,0.005,,36.0,,0.029,,0.016,,0.4,,0.019,,0.003,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 20:00:00,437211,2021-01-03 20:00:00,,0.005,,38.0,,0.028,,0.016,,0.4,,0.019,,0.003,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 21:00:00,437211,2021-01-03 21:00:00,,0.005,,40.0,,0.026,,0.018,,0.4,,0.021,,0.003,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 22:00:00,437211,2021-01-03 22:00:00,,0.004,,38.0,,0.028,,0.015,,0.4,,0.018,,0.003,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 23:00:00,437211,2021-01-03 23:00:00,,0.004,,39.0,,0.031,,0.011,,0.3,,0.014,,0.003,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 00:00:00,437211,2021-01-04 00:00:00,,0.004,,35.0,,0.033,,0.01,,0.3,,0.012,,0.002,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 01:00:00,437211,2021-01-04 01:00:00,,0.004,,32.0,,0.031,,0.01,,0.3,,0.013,,0.003,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 02:00:00,437211,2021-01-04 02:00:00,,0.004,,35.0,,0.032,,0.01,,0.3,,0.012,,0.002,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 03:00:00,437211,2021-01-04 03:00:00,,0.004,,33.0,,0.032,,0.009,,0.3,,0.011,,0.002,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 04:00:00,437211,2021-01-04 04:00:00,,0.004,,29.0,,0.032,,0.009,,0.3,,0.011,,0.002,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 05:00:00,437211,2021-01-04 05:00:00,,0.005,,30.0,,0.02,,0.023,,0.4,,0.028,,0.005,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 06:00:00,437211,2021-01-04 06:00:00,,0.005,,30.0,,0.019,,0.024,,0.4,,0.028,,0.004,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 07:00:00,437211,2021-01-04 07:00:00,,0.007,,26.0,,0.018,,0.023,,0.4,,0.028,,0.005,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 08:00:00,437211,2021-01-04 08:00:00,,0.006,,30.0,,0.011,,0.031,,0.4,,0.041,,0.01,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 09:00:00,437211,2021-01-04 09:00:00,,0.006,,32.0,,0.009,,0.035,,0.5,,0.061,,0.026,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 10:00:00,437211,2021-01-04 10:00:00,,0.006,,38.0,,0.018,,0.022,,0.5,,0.034,,0.012,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 11:00:00,437211,2021-01-04 11:00:00,,0.005,,40.0,,0.03,,0.012,,0.3,,0.018,,0.006,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 12:00:00,437211,2021-01-04 12:00:00,,0.004,,31.0,,0.035,,0.009,,0.3,,0.014,,0.005,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 13:00:00,437211,2021-01-04 13:00:00,,0.004,,20.0,,0.036,,0.009,,0.3,,0.014,,0.005,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 14:00:00,437211,2021-01-04 14:00:00,,0.005,,24.0,,0.037,,0.009,,0.3,,0.014,,0.005,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 15:00:00,437211,2021-01-04 15:00:00,,0.005,,25.0,,0.038,,0.008,,0.3,,0.012,,0.004,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 16:00:00,437211,2021-01-04 16:00:00,,0.005,,32.0,,0.039,,0.009,,0.3,,0.013,,0.004,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 17:00:00,437211,2021-01-04 17:00:00,,0.005,,38.0,,0.034,,0.015,,0.3,,0.019,,0.004,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 18:00:00,437211,2021-01-04 18:00:00,,0.006,,42.0,,0.024,,0.027,,0.4,,0.031,,0.004,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 19:00:00,437211,2021-01-04 19:00:00,,0.008,,51.0,,0.008,,0.046,,0.5,,0.073,,0.027,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 20:00:00,437211,2021-01-04 20:00:00,,0.009,,59.0,,0.005,,0.052,,0.5,,0.108,,0.056,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 21:00:00,437211,2021-01-04 21:00:00,,0.01,,62.0,,0.005,,0.051,,0.5,,0.115,,0.064,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 22:00:00,437211,2021-01-04 22:00:00,,0.011,,58.0,,0.005,,0.048,,0.5,,0.101,,0.053,,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04 23:00:00,437211,2021-01-04 23:00:00,,0.01,,59.0,,0.005,,0.044,,0.5,,0.096,,0.052,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 00:00:00,437211,2021-01-05 00:00:00,,0.01,,55.0,,0.005,,0.043,,0.5,,0.088,,0.045,,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 01:00:00,437211,2021-01-05 01:00:00,,0.008,,50.0,,0.004,,0.039,,0.5,,0.068,,0.029,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 02:00:00,437211,2021-01-05 02:00:00,,0.009,,40.0,,0.005,,0.037,,0.5,,0.062,,0.025,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 03:00:00,437211,2021-01-05 03:00:00,,0.012,,47.0,,0.005,,0.034,,0.5,,0.05,,0.016,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 04:00:00,437211,2021-01-05 04:00:00,,0.01,,52.0,,0.005,,0.033,,0.5,,0.051,,0.018,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 05:00:00,437211,2021-01-05 05:00:00,,0.009,,53.0,,0.005,,0.033,,0.5,,0.053,,0.02,,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 06:00:00,437211,2021-01-05 06:00:00,,0.008,,44.0,,0.017,,0.022,,0.5,,0.031,,0.009,,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 07:00:00,437211,2021-01-05 07:00:00,,0.006,,54.0,,0.028,,0.013,,0.4,,0.016,,0.003,,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 08:00:00,437211,2021-01-05 08:00:00,,0.005,,52.0,,0.023,,0.018,,0.4,,0.022,,0.004,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 09:00:00,437211,2021-01-05 09:00:00,,0.006,,47.0,,0.027,,0.016,,0.4,,0.022,,0.006,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 10:00:00,437211,2021-01-05 10:00:00,,0.005,,40.0,,0.033,,0.009,,0.3,,0.014,,0.005,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 11:00:00,437211,2021-01-05 11:00:00,,0.005,,31.0,,0.034,,0.009,,0.3,,0.013,,0.004,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 12:00:00,437211,2021-01-05 12:00:00,,0.004,,29.0,,0.034,,0.01,,0.3,,0.015,,0.005,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 13:00:00,437211,2021-01-05 13:00:00,,0.004,,31.0,,0.035,,0.011,,0.3,,0.017,,0.006,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 14:00:00,437211,2021-01-05 14:00:00,,0.004,,27.0,,0.035,,0.012,,0.3,,0.018,,0.006,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 15:00:00,437211,2021-01-05 15:00:00,,0.004,,24.0,,0.037,,0.011,,0.3,,0.017,,0.006,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 16:00:00,437211,2021-01-05 16:00:00,,0.004,,24.0,,0.038,,0.011,,0.3,,0.016,,0.005,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 17:00:00,437211,2021-01-05 17:00:00,,0.004,,22.0,,0.038,,0.01,,0.2,,0.014,,0.004,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 18:00:00,437211,2021-01-05 18:00:00,,0.004,,23.0,,0.035,,0.014,,0.3,,0.018,,0.004,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 19:00:00,437211,2021-01-05 19:00:00,,0.004,,19.0,,0.034,,0.014,,0.3,,0.018,,0.004,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 20:00:00,437211,2021-01-05 20:00:00,,0.004,,23.0,,0.033,,0.014,,0.3,,0.017,,0.003,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 21:00:00,437211,2021-01-05 21:00:00,,0.004,,20.0,,0.03,,0.016,,0.3,,0.019,,0.003,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 22:00:00,437211,2021-01-05 22:00:00,,0.004,,23.0,,0.028,,0.017,,0.3,,0.02,,0.003,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05 23:00:00,437211,2021-01-05 23:00:00,,0.004,,15.0,,0.028,,0.017,,0.2,,0.02,,0.003,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 00:00:00,437211,2021-01-06 00:00:00,,0.004,,17.0,,0.024,,0.02,,0.3,,0.023,,0.003,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 01:00:00,437211,2021-01-06 01:00:00,,0.004,,21.0,,0.024,,0.019,,0.3,,0.022,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 02:00:00,437211,2021-01-06 02:00:00,,0.004,,20.0,,0.024,,0.018,,0.3,,0.021,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 03:00:00,437211,2021-01-06 03:00:00,,0.004,,25.0,,0.024,,0.017,,0.3,,0.02,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 04:00:00,437211,2021-01-06 04:00:00,,0.004,,17.0,,0.029,,0.013,,0.3,,0.016,,0.003,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 05:00:00,437211,2021-01-06 05:00:00,,0.004,,21.0,,0.031,,0.011,,0.3,,0.014,,0.003,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 06:00:00,437211,2021-01-06 06:00:00,,0.005,,22.0,,0.027,,0.013,,0.3,,0.016,,0.003,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 07:00:00,437211,2021-01-06 07:00:00,,0.006,,20.0,,0.016,,0.025,,0.4,,0.03,,0.005,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 08:00:00,437211,2021-01-06 08:00:00,,0.005,,22.0,,0.01,,0.033,,0.4,,0.047,,0.014,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 09:00:00,437211,2021-01-06 09:00:00,,0.004,,24.0,,0.013,,0.029,,0.4,,0.047,,0.018,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 10:00:00,437211,2021-01-06 10:00:00,,0.005,,27.0,,0.023,,0.019,,0.3,,0.03,,0.011,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 11:00:00,437211,2021-01-06 11:00:00,,0.004,,27.0,,0.038,,0.007,,0.2,,0.012,,0.005,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 12:00:00,437211,2021-01-06 12:00:00,,0.004,,11.0,,0.041,,0.005,,0.2,,0.009,,0.004,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 13:00:00,437211,2021-01-06 13:00:00,,0.003,,13.0,,0.041,,0.005,,0.2,,0.009,,0.004,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06 14:00:00,437211,2021-01-06 14:00:00,,0.003,,13.0,,0.04,,0.006,,0.2,,0.01,,0.004,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
