MDATETIME,AREA_INDEX,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,Unnamed: 18,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE,SO2_ai_CODE,CO_ai_CODE,O3_ai_CODE,NO2_ai_CODE
2021-01-01 01:00:00,111231,,0.003,,19.0,,0.022,,0.015,,0.5,,0.017,,0.002,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 02:00:00,111231,,0.003,,17.0,,0.02,,0.017,,0.5,,0.019,,0.002,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 03:00:00,111231,,0.003,,20.0,,0.018,,0.018,,0.5,,0.02,,0.002,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 04:00:00,111231,,0.003,,18.0,,0.016,,0.02,,0.5,,0.023,,0.003,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 05:00:00,111231,,0.003,,17.0,,0.021,,0.015,,0.5,,0.017,,0.002,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 06:00:00,111231,,0.004,,16.0,,0.015,,0.023,,0.5,,0.027,,0.004,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 07:00:00,111231,,0.004,,20.0,,0.002,,0.042,,0.7,,0.063,,0.021,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 08:00:00,111231,,0.004,,21.0,,0.002,,0.039,,0.6,,0.057,,0.018,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 09:00:00,111231,,0.003,,21.0,,0.007,,0.034,,0.6,,0.05,,0.016,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 10:00:00,111231,,0.004,,21.0,,0.009,,0.033,,0.6,,0.06,,0.027,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
