AREA_INDEX,MDATETIME,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE
633461,2021-01-01 01:00:00,,0.0006,,43.0,,0.016,,0.0129,,0.6,,0.0155,,0.0026,,17.0,0,0,0,0,0,0,0,0
633461,2021-01-01 02:00:00,,0.0007,,44.0,,0.017,,0.0104,,0.6,,0.0124,,0.002,,18.0,0,0,0,0,0,0,0,0
633461,2021-01-01 03:00:00,,0.0005,,42.0,,0.016,,0.0111,,0.5,,0.0133,,0.0022,,13.0,0,0,0,0,0,0,0,0
633461,2021-01-01 04:00:00,,0.0006,,43.0,,0.015,,0.0105,,0.6,,0.0128,,0.0023,,18.0,0,0,0,0,0,0,0,0
633461,2021-01-01 05:00:00,,0.0005,,44.0,,0.014,,0.0111,,0.6,,0.0132,,0.0022,,16.0,0,0,0,0,0,0,0,0
633461,2021-01-01 06:00:00,,0.0004,,48.0,,0.013,,0.0135,,0.5,,0.016,,0.0024,,17.0,0,0,0,0,0,0,0,0
633461,2021-01-01 07:00:00,,0.0005,,40.0,,0.013,,0.0131,,0.6,,0.0166,,0.0035,,23.0,0,0,0,0,0,0,0,0
633461,2021-01-01 08:00:00,,0.0007,,48.0,,0.009,,0.0162,,0.6,,0.0203,,0.0041,,22.0,0,0,0,0,0,0,0,0
633461,2021-01-01 09:00:00,,0.0007,,48.0,,0.01,,0.0178,,0.6,,0.0262,,0.0083,,23.0,0,0,0,0,0,0,0,0
633461,2021-01-01 10:00:00,,0.0009,I005,,,0.017,,0.0139,,0.6,,0.0212,,0.0073,,22.0,0,0,0,0,0,0,0,0
633461,2021-01-01 11:00:00,,0.0012,,51.0,,0.022,,0.0102,,0.6,,0.0156,,0.0054,,22.0,0,0,0,0,0,0,0,0
633461,2021-01-01 12:00:00,,0.0012,,49.0,,0.026,,0.0085,,0.5,,0.0134,,0.0049,,21.0,0,0,0,0,0,0,0,0
633461,2021-01-01 13:00:00,,0.0011,,46.0,,0.028,,0.0077,,0.5,,0.0116,,0.0039,,19.0,0,0,0,0,0,0,0,0
633461,2021-01-01 14:00:00,,0.001,,41.0,,0.03,,0.0072,,0.5,,0.0101,,0.003,,16.0,0,0,0,0,0,0,0,0
633461,2021-01-01 15:00:00,,0.0011,,37.0,,0.031,,0.0067,,0.5,,0.0095,,0.0028,,13.0,0,0,0,0,0,0,0,0
633461,2021-01-01 16:00:00,,0.0011,,37.0,,0.029,,0.0086,,0.5,,0.0114,,0.0028,,14.0,0,0,0,0,0,0,0,0
633461,2021-01-01 17:00:00,,0.0008,,34.0,,0.027,,0.0106,,0.5,,0.0132,,0.0027,,15.0,0,0,0,0,0,0,0,0
633461,2021-01-01 18:00:00,,0.0007,,40.0,,0.021,,0.015,,0.6,,0.0183,,0.0034,,16.0,0,0,0,0,0,0,0,0
633461,2021-01-01 19:00:00,,0.0006,,40.0,,0.021,,0.0132,,0.6,,0.0155,,0.0023,,19.0,0,0,0,0,0,0,0,0
633461,2021-01-01 20:00:00,,0.0006,,49.0,,0.023,,0.0108,,0.6,,0.0127,,0.0019,,21.0,0,0,0,0,0,0,0,0
633461,2021-01-01 21:00:00,,0.0006,,46.0,,0.022,,0.0108,,0.6,,0.013,,0.0022,,19.0,0,0,0,0,0,0,0,0
633461,2021-01-01 22:00:00,,0.0007,,42.0,,0.017,,0.0126,,0.6,,0.0155,,0.003,,20.0,0,0,0,0,0,0,0,0
633461,2021-01-01 23:00:00,,0.0006,,43.0,,0.015,,0.0144,,0.7,,0.0174,,0.0031,,24.0,0,0,0,0,0,0,0,0
633461,2021-01-02 00:00:00,,0.0004,,51.0,,0.013,,0.0137,,0.7,,0.0165,,0.0028,,24.0,0,0,0,0,0,0,0,0
633461,2021-01-02 01:00:00,,0.0004,,50.0,,0.013,,0.0117,,0.6,,0.014,,0.0023,,25.0,0,0,0,0,0,0,0,0
633461,2021-01-02 02:00:00,,0.0007,,54.0,,0.013,,0.0109,,0.6,,0.0132,,0.0023,,26.0,0,0,0,0,0,0,0,0
633461,2021-01-02 03:00:00,,0.0004,,54.0,,0.011,,0.0105,,0.6,,0.0126,,0.0021,,29.0,0,0,0,0,0,0,0,0
633461,2021-01-02 04:00:00,,0.0005,,54.0,,0.01,,0.013,,0.7,,0.0158,,0.0028,,25.0,0,0,0,0,0,0,0,0
