MDATETIME,AREA_INDEX,SO2_RFLAG,SO2,PM10_RFLAG,PM10,O3_RFLAG,O3,NO2_RFLAG,NO2,CO_RFLAG,CO,NOX_RFLAG,NOX,NO_RFLAG,NO,PM25_RFLAG,PM25,Unnamed: 18,SO2_CODE,NO2_CODE,O3_CODE,CO_CODE,PM10_CODE,PM25_CODE,NO_CODE,NOX_CODE,SO2_ai_CODE,CO_ai_CODE,O3_ai_CODE,NO2_ai_CODE
2021-01-01 01:00:00,111162,,0.003,,21.0,,0.015,,0.026,,0.5,,0.04,,0.014,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 02:00:00,111162,,0.003,,21.0,,0.007,,0.037,,0.6,,0.058,,0.021,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 03:00:00,111162,,0.003,,23.0,,0.006,,0.038,,0.6,,0.052,,0.014,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 04:00:00,111162,,0.003,,24.0,,0.005,,0.039,,0.6,,0.054,,0.015,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 05:00:00,111162,,0.003,,24.0,,0.005,,0.039,,0.6,,0.056,,0.017,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 06:00:00,111162,,0.003,,24.0,,0.006,,0.039,,0.6,,0.067,,0.028,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 07:00:00,111162,,0.003,,23.0,,0.002,,0.047,,0.7,,0.1,,0.053,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 08:00:00,111162,,0.003,,26.0,,0.002,,0.046,,0.7,,0.106,,0.06,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 09:00:00,111162,,0.003,,28.0,,0.003,,0.051,,0.8,,0.14,,0.089,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 10:00:00,111162,,0.003,,32.0,,0.005,,0.047,,0.9,,0.14,,0.093,,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 11:00:00,111162,,0.003,,39.0,,0.007,,0.046,,0.8,,0.119,,0.073,,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 12:00:00,111162,,0.003,,36.0,,0.009,,0.043,,0.7,,0.102,,0.059,,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 13:00:00,111162,,0.003,,37.0,,0.01,,0.04,,0.6,,0.088,,0.048,,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 14:00:00,111162,,0.003,,35.0,,0.014,,0.037,,0.5,,0.078,,0.041,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 15:00:00,111162,,0.003,,28.0,,0.019,,0.03,,0.4,,0.058,,0.028,,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 16:00:00,111162,,0.003,,29.0,,0.016,,0.035,,0.4,,0.064,,0.029,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 17:00:00,111162,,0.003,,27.0,,0.017,,0.033,,0.4,,0.058,,0.025,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 18:00:00,111162,,0.003,,27.0,,0.011,,0.041,,0.5,,0.076,,0.035,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 19:00:00,111162,,0.003,,28.0,,0.008,,0.046,,0.6,,0.08,,0.034,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 20:00:00,111162,,0.003,,26.0,,0.006,,0.047,,0.6,,0.083,,0.036,,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 21:00:00,111162,,0.003,,27.0,,0.004,,0.052,,0.6,,0.095,,0.043,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 22:00:00,111162,,0.003,,27.0,,0.011,,0.037,,0.5,,0.058,,0.021,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-01 23:00:00,111162,,0.003,,28.0,,0.018,,0.026,,0.5,,0.039,,0.013,,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 00:00:00,111162,,0.003,,31.0,,0.022,,0.021,,0.4,,0.03,,0.009,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 01:00:00,111162,,0.003,,30.0,,0.027,,0.018,,0.4,,0.024,,0.006,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 02:00:00,111162,,0.003,,26.0,,0.024,,0.019,,0.4,,0.024,,0.005,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 03:00:00,111162,,0.003,,28.0,,0.022,,0.018,,0.4,,0.024,,0.006,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 04:00:00,111162,,0.002,,22.0,,0.026,,0.016,,0.3,,0.021,,0.005,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 05:00:00,111162,,0.002,,16.0,,0.024,,0.016,,0.3,,0.021,,0.005,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 06:00:00,111162,,0.003,,19.0,,0.018,,0.024,,0.4,,0.037,,0.013,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 07:00:00,111162,,0.003,,19.0,,0.019,,0.022,,0.3,,0.033,,0.011,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 08:00:00,111162,,0.003,,18.0,,0.014,,0.029,,0.4,,0.045,,0.016,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 09:00:00,111162,,0.003,,17.0,,0.015,,0.028,,0.4,,0.048,,0.02,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 10:00:00,111162,,0.003,,18.0,,0.012,,0.036,,0.4,,0.083,,0.047,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 11:00:00,111162,,0.003,,26.0,,0.019,,0.026,,0.4,,0.057,,0.031,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 12:00:00,111162,,0.003,,20.0,,0.02,,0.025,,0.4,,0.051,,0.026,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
2021-01-02 13:00:00,111162,,0.003,,27.0,,0.022,,0.023,,0.4,,0.046,,0.023,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
